"No.","Time","Source","Destination","Protocol","Length","Info"
"656","3.774329","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42348 [PSH, ACK] Seq=460 Ack=258 Win=131328 Len=23 TSval=287980783 TSecr=21124875"
"657","3.774350","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42352 [PSH, ACK] Seq=412 Ack=241 Win=131328 Len=23 TSval=287980783 TSecr=21124875"
"658","3.774372","10.0.0.10","10.0.0.11","TCP","66","[TCP Out-Of-Order] 21  >  42354 [FIN, ACK] Seq=412 Ack=225 Win=131328 Len=0 TSval=287980783 TSecr=21124875"
"659","3.774395","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42358 [PSH, ACK] Seq=387 Ack=218 Win=131328 Len=25 TSval=287980783 TSecr=21124875"
"660","3.774483","10.0.0.10","10.0.0.11","TCP","66","[TCP Keep-Alive] 21  >  42368 [ACK] Seq=220 Ack=120 Win=131584 Len=0 TSval=287980785 TSecr=21124877"
"661","3.774508","10.0.0.10","10.0.0.11","TCP","66","[TCP Out-Of-Order] 21  >  42368 [FIN, ACK] Seq=220 Ack=120 Win=131584 Len=0 TSval=287980785 TSecr=21124877"
"662","3.778784","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"663","3.778816","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"664","3.778984","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42348 [PSH, ACK] Seq=483 Ack=271 Win=131328 Len=25 TSval=287980788 TSecr=21124878"
"665","3.779025","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42342 [PSH, ACK] Seq=483 Ack=282 Win=131328 Len=25 TSval=287980788 TSecr=21124878"
